time,seconds_elapsed,z,y,x,label
1.61691E+18,-445.6056802,0.049008653,0.365953958,-0.367032108,1
1.61691E+18,-445.5956624,0.404399131,0.715696201,-0.529327533,1
1.61691E+18,-445.585645,0.838297329,0.983552772,-0.723905664,1
1.61691E+18,-445.5756284,0.923743323,0.985136242,-0.785793235,1
1.61691E+18,-445.5656104,0.672755469,0.652671297,-0.647879386,1
1.61691E+18,-445.5555933,-0.096679336,0.229686708,-0.311083865,1
1.61691E+18,-445.5455754,-0.69945526,-0.153526136,-0.104288788,1
1.61691E+18,-445.5355581,-0.34052141,-0.085680095,0.080828856,1
1.61691E+18,-445.5255405,0.343892348,0.17765403,-0.059179773,1
1.61691E+18,-445.5155232,0.694563981,0.627667788,-0.066271484,1
1.61691E+18,-445.5055054,0.630619039,0.794057497,-0.036724634,1
1.61691E+18,-445.495488,0.260090614,0.607740268,-0.013319793,1
1.61691E+18,-445.4854712,-0.447431048,0.179741358,-0.231909937,1
1.61691E+18,-445.4754536,-0.883131911,-0.467836415,-0.918151787,1
1.61691E+18,-445.4654363,-1.016292428,-0.655553282,-1.600930637,1
1.61691E+18,-445.4554185,-0.904772081,0.16916005,-1.213754297,1
1.61691E+18,-445.4454011,-0.125858084,0.900816913,-0.930841172,1
1.61691E+18,-445.4353833,0.266247383,1.467204596,-0.885501855,1
1.61691E+18,-445.425366,0.96214232,1.620670818,-0.849539877,1
1.61691E+18,-445.4153484,1.477983472,1.410444306,-1.233108548,1
1.61691E+18,-445.4053313,1.622460916,0.925441067,-1.799203677,1
1.61691E+18,-445.3953142,1.348636961,0.397359734,-1.936741531,1
1.61691E+18,-445.3852964,1.13195002,0.36012569,-1.279893095,1
1.61691E+18,-445.3752791,0.264149534,0.321292394,-0.412303913,1
1.61691E+18,-445.3652615,-0.806877524,-0.192604639,-0.955398983,1
1.61691E+18,-445.3552441,-1.3360335,-0.092122403,-1.728455193,1
1.61691E+18,-445.3452263,-0.796482386,0.221088683,-1.888991208,1
1.61691E+18,-445.3352092,-0.392643812,0.541757099,-2.046657804,1
1.61691E+18,-445.3251912,-0.608572043,0.699707189,-1.597999114,1
1.61691E+18,-445.3151746,-1.053949666,0.459506686,-1.042928944,1
1.61691E+18,-445.3051563,-1.233356385,0.30907121,-1.001841439,1
1.61691E+18,-445.2951394,-1.070955161,0.39687312,-1.330664374,1
1.61691E+18,-445.2851221,-0.71808748,-0.103675771,-1.912457131,1
1.61691E+18,-445.2751042,0.707677145,-0.802200472,-1.850344082,1
1.61691E+18,-445.2650874,2.590243288,0.948188905,-0.393823961,1
1.61691E+18,-445.2550696,1.819261253,1.953889796,-0.400917281,1
1.61691E+18,-445.2450522,1.288691319,0.850245541,-1.329066876,1
1.61691E+18,-445.2350344,1.274779113,0.156555128,-1.821243367,1
1.61691E+18,-445.2250173,0.946289501,0.465967699,-1.453378023,1
1.61691E+18,-445.2149993,1.626568352,0.943666752,-0.939316594,1
1.61691E+18,-445.2049824,2.027469704,0.969518986,-1.004104415,1
1.61691E+18,-445.1949653,1.998883661,0.935353389,-0.997291667,1
1.61691E+18,-445.1849475,1.587452731,0.918846199,-0.937621919,1
