time,seconds_elapsed,z,y,x,label
1.61696E+18,-73.64999536,-0.21254268,0.672886402,-0.239772048,2
1.61696E+18,-73.6400625,-0.122410428,0.04883505,0.029487376,2
1.61696E+18,-73.63012939,0.089236034,-0.382809815,0.133008248,2
1.61696E+18,-73.62019629,0.248847481,-0.249701322,0.105112818,2
1.61696E+18,-73.61026318,0.159782566,-0.079848028,0.093086864,2
1.61696E+18,-73.60033032,-0.153136552,0.214063022,0.073163144,2
1.61696E+18,-73.59039819,-0.450627725,0.432112483,-0.007065993,2
1.61696E+18,-73.58046533,-0.318118951,0.613204963,-0.205749075,2
1.61696E+18,-73.57053247,0.201016055,0.888242971,-0.537322624,2
1.61696E+18,-73.56059937,0.82541622,0.90581253,-0.844589415,2
1.61696E+18,-73.55066626,0.436907901,0.730853438,-0.618668197,2
1.61696E+18,-73.5407334,-0.280064311,0.327615751,-0.005739713,2
1.61696E+18,-73.53080029,-0.413286787,-0.309594941,0.341107393,2
1.61696E+18,-73.52086841,-0.106710828,-0.459018026,0.373153221,2
1.61696E+18,-73.5109353,0.151423976,-0.411563616,0.261329508,2
1.61696E+18,-73.5010022,0.211582896,-0.307949512,0.042898354,2
1.61696E+18,-73.49106934,-0.090052538,-0.299224354,-0.04807751,2
1.61696E+18,-73.48113647,-0.502803976,-0.667944269,0.105099082,2
1.61696E+18,-73.47120337,-0.557887492,-1.183782499,0.175840259,2
1.61696E+18,-73.46127124,-0.33847668,-1.094945108,0.182141989,2
1.61696E+18,-73.45133813,-0.177975225,-0.427398314,0.204050746,2
1.61696E+18,-73.44140527,-0.242839509,0.622597061,0.250308055,2
1.61696E+18,-73.43147241,-0.39431843,1.63054427,0.311402868,2
1.61696E+18,-73.42153931,-0.31015484,1.753427722,0.409476288,2
1.61696E+18,-73.4116062,-0.501818472,1.230736558,0.717475777,2
1.61696E+18,-73.40167432,-1.367517602,1.394436005,0.721240391,2
1.61696E+18,-73.39174121,-1.208230054,0.866539088,0.781871969,2
1.61696E+18,-73.38180835,-1.056885719,-0.437916785,1.378020876,2
1.61696E+18,-73.37187524,-0.874683232,-1.081428624,1.447985808,2
1.61696E+18,-73.36194238,-0.542297197,-0.69900927,1.227780923,2
1.61696E+18,-73.35200928,-0.226994436,0.357862421,0.944440074,2
1.61696E+18,-73.34207642,0.139489719,1.462263925,0.600609978,2
1.61696E+18,-73.33214429,0.390318072,2.30458218,0.234300631,2
1.61696E+18,-73.32221143,0.576800429,2.319073646,0.022158348,2
1.61696E+18,-73.31227856,1.567446301,-1.629340739,0.679924045,2
1.61696E+18,-73.30234546,4.713163663,-7.703155626,0.866596079,2
1.61696E+18,-73.29241235,8.517386435,-5.897735851,-2.268966092,2
1.61696E+18,-73.28247974,8.358230476,-4.50229213,-4.708607315,2
1.61696E+18,-73.27254761,-2.35833189,-2.943344193,-4.106436079,2
1.61696E+18,-73.2626145,-5.893321541,1.151154487,-2.855774923,2
1.61696E+18,-73.2526814,-6.173526138,1.643907024,-1.694199872,2
1.61696E+18,-73.24274854,-5.947210952,1.848791884,-0.381509546,2
1.61696E+18,-73.23281567,-1.355668759,2.402172201,0.315998671,2
1.61696E+18,-73.22288257,0.654245414,2.22310392,1.204982523,2
1.61696E+18,-73.21295044,-0.359973751,1.050455978,1.921870272,2
1.61696E+18,-73.20301758,-0.85441552,0.188317171,2.236838723,2
1.61696E+18,-73.19308447,-0.431278918,-0.247265034,2.161141677,2
1.61696E+18,-73.18315161,0.249296266,-0.522608747,1.56035342,2
1.61696E+18,-73.17321851,0.551929534,-0.557774168,0.819914115,2
1.61696E+18,-73.1632854,0.171430918,-0.3985808,0.169687874,2
1.61696E+18,-73.15335254,-0.453885339,-0.079826985,-0.247158651,2
1.61696E+18,-73.14342041,-1.005931777,0.377145214,-0.444655446,2
1.61696E+18,-73.1334873,-1.342701726,0.739226714,-0.536992954,2
1.61696E+18,-73.12355444,-1.411986274,0.946862333,-0.544969047,2
1.61696E+18,-73.11362158,-1.354540632,0.876445565,-0.42002837,2
1.61696E+18,-73.10368848,-1.495918357,0.941091348,-0.191718796,2
1.61696E+18,-73.09375537,-1.512170988,1.057434001,0.027775311,2
1.61696E+18,-73.08382373,-1.049344218,0.994742859,0.230434019,2
1.61696E+18,-73.07389063,-0.283170424,0.832150497,0.245535288,2
1.61696E+18,-73.06395752,0.319581498,0.564892476,0.070838208,2
1.61696E+18,-73.05402441,0.469234226,0.382118326,-0.279723535,2
1.61696E+18,-73.04409131,0.475471732,0.184906486,-0.814056037,2
1.61696E+18,-73.03415869,0.298847922,-0.136990304,-1.267577219,2
1.61696E+18,-73.02422656,0.228613525,-0.550140897,-1.592299879,2
1.61696E+18,-73.0142937,0.31109424,-1.340637194,-1.668496107,2
1.61696E+18,-73.0043606,0.444654569,-2.500424485,-1.19014122,2
1.61696E+18,-72.99442773,0.471599129,-3.596367957,-0.406615054,2
1.61696E+18,-72.98449438,0.675436963,-3.970472488,0.035732408,2
1.61696E+18,-72.97456152,0.244364783,-4.025633234,0.463435111,2
1.61696E+18,-72.96462964,-0.472021007,-3.703852765,1.191753916,2
1.61696E+18,-72.95469678,-0.60357102,-2.74306712,1.934539199,2
1.61696E+18,-72.94476367,-0.438609152,-1.64996384,2.807818994,2
1.61696E+18,-72.93483057,-0.352699339,-0.57964347,3.646342533,2
1.61696E+18,-72.92489771,-0.376815543,0.462748444,4.346334384,2
1.61696E+18,-72.91496484,-1.226684652,1.504090557,4.964289464,2
1.61696E+18,-72.90503174,-2.625278361,2.638944482,5.296703556,2
1.61696E+18,-72.89509961,-3.480922546,3.410238652,4.551161667,2
1.61696E+18,-72.8851665,-3.27196883,2.832372128,2.511868255,2
1.61696E+18,-72.87523364,-2.432582536,1.190978548,0.232855401,2
1.61696E+18,-72.86530078,-1.408234521,-0.367539765,-1.471282659,2
1.61696E+18,-72.85536768,-0.272456759,-1.786675327,-2.578095754,2
1.61696E+18,-72.84543457,0.850358061,-3.135296506,-3.001296032,2
1.61696E+18,-72.83550269,1.315946697,-3.967230145,-2.728848625,2
1.61696E+18,-72.82556958,1.001117362,-3.863197523,-1.916093588,2
1.61696E+18,-72.81563672,0.29162177,-2.744233241,-0.701831049,2
1.61696E+18,-72.80570361,-0.792239342,-0.732070997,0.897414411,2
1.61696E+18,-72.79577051,-1.962368578,1.636848338,2.615361655,2
1.61696E+18,-72.78583765,-3.707083125,3.670014792,3.800904441,2
1.61696E+18,-72.77590552,-5.50650249,4.677756249,3.47016442,2
1.61696E+18,-72.76597266,-7.038065577,4.529346141,1.659812596,2
1.61696E+18,-72.75603979,-7.20717945,3.013497342,-0.280496419,2
1.61696E+18,-72.74610669,-1.059073585,0.068604165,-1.647479038,2
1.61696E+18,-72.73617358,5.151285031,-3.403354737,-2.03823499,2
1.61696E+18,-72.72624072,4.074270131,-5.907292783,-0.897796104,2
1.61696E+18,-72.71630859,4.984000711,-6.263784501,1.319516957,2
1.61696E+18,-72.70637573,7.058180144,-6.34942631,3.543080019,2
1.61696E+18,-72.69644263,2.401314707,-6.185834415,2.594435479,2
1.61696E+18,-72.68650952,1.399916482,-4.445044641,-0.520717234,2
1.61696E+18,-72.67657642,4.595488885,-2.363700139,-0.83438337,2
1.61696E+18,-72.6666438,5.194190107,-0.066485858,0.225055248,2
1.61696E+18,-72.65671167,4.084830688,3.544709081,-0.559825255,2
1.61696E+18,-72.64677856,2.701298063,10.15801078,-4.034293803,2
1.61696E+18,-72.63684546,-1.4556372,19.41417911,-7.662980267,2
1.61696E+18,-72.6269126,-5.336401944,30.99991968,-10.65481698,2
1.61696E+18,-72.61697974,-5.941728137,37.42688983,-10.10739119,2
1.61696E+18,-72.60704663,-5.263654103,36.92515963,-5.355557896,2
1.61696E+18,-72.5971145,-6.917814226,32.52608763,-1.363444362,2
1.61696E+18,-72.58718164,-6.44192573,24.79648005,0.875676919,2
1.61696E+18,-72.57724854,-6.836589649,19.40884944,1.146774957,2
1.61696E+18,-72.56731567,-9.098426912,15.91362598,-0.00412877,2
1.61696E+18,-72.55738257,-9.696616092,12.89271749,-2.329221531,2
1.61696E+18,-72.54744971,-10.16230001,10.2230482,-3.946320336,2
1.61696E+18,-72.53751758,-9.575555764,7.113930088,-4.740229364,2
1.61696E+18,-72.52758447,-7.437083599,3.427897642,-5.571555685,2
1.61696E+18,-72.51765137,-2.656851895,0.882393076,-6.761193924,2
1.61696E+18,-72.50771875,-6.826020909,0.092628599,-8.085338249,2
1.61696E+18,-72.49778564,-13.60364691,-0.464700163,-4.795549685,2
1.61696E+18,-72.48785254,-3.725305302,-0.925347836,3.595943886,2
1.61696E+18,-72.47792041,7.626158895,-1.958715317,8.903864125,2
1.61696E+18,-72.46798755,7.66469993,-4.408469937,10.40443469,2
1.61696E+18,-72.45805469,11.0217354,-6.808774006,6.312311508,2
1.61696E+18,-72.44812158,18.62855597,-9.017651247,0.230639186,2
