time,seconds_elapsed,z,y,x
1617033933972968700,-300.18903125,0.3027928602516651,0.22512685224711892,-0.24148367441669105
1617033933982985700,-300.17901416015627,0.44832770486772056,-0.06918430312424897,-0.5908662902772426
1617033933993002800,-300.1689973144531,0.9602712650775909,0.012794891904294491,-0.8117561625417321
1617033934003019500,-300.15898046875,1.1994260581552982,1.0960559923127293,-0.4348835918070748
1617033934013035800,-300.1489641113281,0.18347849856317042,0.473651823477447,-0.7551764894466847
1617033934023052800,-300.138947265625,-0.9317138636350631,-0.0034168227061629293,-1.712804911865294
1617033934033069600,-300.12893041992186,-0.4816664953678846,1.496316416364908,0.9921791459918021
1617033934043086800,-300.1189130859375,1.120191193398833,2.1549165186971426,0.3303628580920398
1617033934053102800,-300.1088972167969,-0.1795095949321985,0.30435061108767986,-0.7247914341855793
1617033934063119600,-300.09888037109374,-1.5818232009977102,0.36336481785327196,-0.930976635401696
1617033934073136600,-300.08886328125,-1.4720014747977257,1.2586153292268514,-1.3865300537392495
1617033934083153700,-300.0788464355469,-1.4561018948763609,0.9316638870134949,-1.65065635259673
1617033934093169700,-300.0688303222656,-1.376689335465431,-0.30859160965830085,-1.636675319647789
1617033934103186700,-300.05881323242187,1.3681564849197865,-0.055177112820744514,-2.6409131522238254
1617033934113203700,-300.0487963867188,0.2879962731361389,1.6903285839021205,-3.5102672980576752
1617033934123220700,-300.038779296875,-2.54752350538671,2.622316003781557,-4.017845064273477
1617033934133236700,-300.02876318359375,-4.939292969959974,2.6776097287192937,-5.267961445224285
1617033934143253500,-300.01874658203127,-3.1074668341338634,3.2183173188596963,-3.4588059908896684
1617033934153270800,-300.00872924804685,2.732144159722328,4.89034510691762,-0.3414280035942793
1617033934163287600,-299.99871240234376,3.844767548215389,3.5260254236817357,-1.4563158298879861
1617033934173303600,-299.9886965332031,3.3810330153793093,1.2710267747715114,-2.7561343993797895
1617033934183320800,-299.97867919921873,3.7706425738185643,0.6754904468566179,-2.530686644615233
1617033934193337600,-299.96866235351564,4.873340780624747,0.8814195544198155,-1.5068328419432042
1617033934203354000,-299.95864599609376,7.393072023722529,-1.867098816998303,0.6668339699313044
1617033934213370000,-299.9486298828125,8.528899177670478,-4.868535133908689,2.1278572468578814
1617033934223387000,-299.93861303710935,6.945665525352955,-4.638253383116424,1.7692574514493344
1617033934233404000,-299.92859619140626,3.6918285648226736,-0.8941963261455297,0.48123599499613046
1617033934243421200,-299.9185788574219,-0.26786943090856075,4.706047400926053,0.5541966017886996
1617033934253437000,-299.90856298828123,-5.205644397521018,10.229389090102911,2.5135262509778142
1617033934263454000,-299.89854614257814,-0.8250216676324605,10.009870725387334,2.8505808617934583
1617033934273471200,-299.8885288085938,4.014194140550494,3.26420813241899,1.8884376653641461
1617033934283487000,-299.8785129394531,3.7627544509172437,0.4643003500252962,2.2586381744563577
1617033934293504000,-299.86849609375,3.6288042456328866,2.2478017231434584,2.330442596951127
1617033934303521300,-299.8584787597656,2.741185544312,4.498228534093499,1.7328449525922536
1617033934313538000,-299.8484619140625,1.1770493911743163,4.760992750817537,1.0222463674753903
1617033934323554000,-299.83844604492185,0.8354618131041527,4.16756099396646,0.9225807091087103
1617033934333571000,-299.82842895507815,0.8492214583873748,3.3197184227168557,1.3732313039660453
1617033934343588000,-299.8184118652344,0.3304278861522674,2.5244933429330585,1.6425789907336235
1617033934353605000,-299.80839477539064,-0.394264106246829,2.479801968291402,1.3579758671671152
1617033934363621000,-299.79837890625,-1.2317103711664676,2.9196716414153574,0.6832657570332288
1617033934373638100,-299.7883618164062,-2.351447391057014,3.2410546358466146,-0.09907119960486889
1617033934383655200,-299.7783447265625,-3.2850182807356116,3.3662662388801574,-0.8282090654969215
1617033934393672000,-299.768328125,-4.038992481720447,3.060519204998016,-1.293135438466072
1617033934403688000,-299.7583120117188,-4.747869649872183,2.6190456038087606,-1.2494605473905802
1617033934413705200,-299.74829467773435,-5.056712896203995,2.019038267959654,-0.7646592611283063
1617033934423722000,-299.73827807617187,-4.679331535696983,1.3346022981032728,-0.4361737412154674
1617033934433739000,-299.7282609863281,-4.057314320352673,0.9160219351150095,-0.3918704891085624
1617033934443755300,-299.71824462890623,-3.4621067860007284,0.5760922072544694,-0.37346155671477316
1617033934453772000,-299.70822802734375,-2.7890701620370146,0.05268778022304177,-0.7596107455670833
1617033934463789000,-299.6982109375,-2.4816315218061207,-0.11715550315417349,-1.5335165584683417
1617033934473806000,-299.68819384765624,-2.670373055464029,-0.10105360559374094,-2.333260576981306
1617033934483822000,-299.67817797851563,-3.0844594680339097,-0.26462036598473787,-2.873416086196899
