1536036646246, 240.76549738685628
1536036646438, 241.0741230401422
1536036646616, 241.55559228010665
1536036646784, 240.91669421007998
1536036646977, 240.93752065756
1536036647161, 240.95314049317
1536036647345, 241.2148553698775
1536036647522, 241.66114152740812
1536036647717, 240.7458561455561
1536036647896, 240.55939210916708
1536036648106, 240.6695440818753
1536036648284, 240.75215806140648
1536036648461, 240.31411854605486
1536036648597, 239.73558890954115
1536036648769, 239.80169168215588
1536036648964, 240.1012687616169
1536036649111, 240.32595157121267
1536036649282, 240.2444636784095
1536036649423, 239.68334775880712
1536036649574, 239.76251081910533
1536036649744, 239.821883114329
1536036649916, 240.11641233574676
1536036650056, 240.33730925181007
1536036650214, 239.50298193885754
1536036650383, 239.37723645414314
1536036650554, 239.53292734060736
1536036650723, 240.14969550545553
1536036650887, 240.61227162909165
1536036651028, 239.70920372181874
1536036651201, 239.28190279136405
1536036651364, 239.21142709352304
1536036651530, 239.65857032014227
1536036651707, 240.2439277401067
1536036651891, 240.93294580508
1536036652071, 240.19970935381002
1536036652213, 240.14978201535752
1536036652394, 240.36233651151815
1536036652570, 240.7717523836386
1536036652740, 241.32881428772896
1536036652916, 241.74661071579672
1536036653061, 240.80995803684755
1536036653251, 240.60746852763566
1536036653394, 240.45560139572675
1536036653579, 241.09170104679507
1536036653734, 241.5687757850963
1536036653877, 242.17658183882224
1536036654037, 241.38243637911668
1536036654198, 241.2868272843375
1536036654363, 241.21512046325313
1536036654520, 241.41134034743985
1536036654703, 241.8085052605799
1536036654877, 242.10637894543493
1536036655054, 241.0797842090762
1536036655234, 240.80983815680713
1536036655402, 240.60737861760535
1536036655576, 240.705533963204
1536036655772, 240.779150472403
1536036655921, 239.83436285430224
1536036656103, 239.62577214072667
1536036656271, 239.469329105545
1536036656432, 239.85199682915874
1536036656569, 240.13899762186907
1536036656738, 239.3542482164018
1536036656900, 239.26568616230134
1536036657041, 239.199264621726
1536036657226, 239.3994484662945
1536036657403, 239.79958634972087
1536036657570, 238.84968976229067
1536036657742, 238.637267321718
1536036657918, 238.4779504912885
1536036658099, 238.85846286846638
1536036658272, 239.14384715134977
1536036658451, 238.35788536351234
1536036658626, 238.26841402263426
1536036658775, 238.4513105169757
1536036658965, 238.83848288773177
1536036659109, 239.12886216579884
1536036659295, 238.09664662434912
1536036659439, 238.82248496826185
1536036659580, 239.36686372619639
1536036659784, 240.0251477946473
1536036659977, 240.76886084598547
1536036660134, 241.0766456344891
1536036660325, 240.55748422586683
1536036660500, 240.66811316940013
1536036660717, 241.0010848770501
1536036660902, 241.50081365778757
1536036661116, 241.87561024334067
1536036661310, 241.1567076825055
1536036661497, 241.11753076187912
1536036661680, 241.33814807140934
1536036661909, 241.753611053557
1536036662088, 241.06520829016773
1536036662280, 240.7989062176258
1536036662472, 240.59917966321936
1536036662671, 240.9493847474145
1536036662870, 241.46203856056087
1536036663010, 240.59652892042067
1536036663191, 240.4473966903155
1536036663401, 240.58554751773661
1536036663587, 240.93916063830247
1536036663749, 240.20437047872684
1536036663928, 239.90327785904515
1536036664110, 239.92745839428386
1536036664317, 240.4455937957129
1536036664499, 240.83419534678467
1536036664689, 240.1256465100885
1536036664887, 239.84423488256638
1536036665072, 240.13317616192478
1536036665258, 240.59988212144358
1536036665452, 239.6999115910827
1536036665644, 239.52493369331202
1536036665843, 239.643700269984
1536036665997, 239.982775202488
1536036666177, 240.487081401866
1536036666345, 239.6153110513995
1536036666533, 239.46148328854963
1536036666721, 239.59611246641222
