time,seconds_elapsed,z,y,x
1615356638071725800,0.015725830078125,0.09757014739215374,0.05341068767011165,-0.2484880002208054
1615356638081659000,0.025658935546875,0.06109598147571087,0.08027005302309989,-0.24445889083519576
1615356638091592000,0.035592041015625,0.06961012732088566,0.11828034246563911,-0.17605448604226112
1615356638101524700,0.045524658203125,0.13496493528485298,0.09555822304785251,-0.05501199452006258
1615356638111457800,0.055457763671875,0.11397241613864897,0.039486791735887525,0.014424246671795845
1615356638121390800,0.065390869140625,0.09919511824548244,0.028045360267162322,0.04373977300524711
1615356638131324000,0.075323974609375,0.1402145263761282,0.03097147684693336,0.04916296709775925
1615356638141256700,0.085256591796875,0.1333475632160902,-0.0014104513198137283,0.07895560029051266
1615356638151189800,0.095189697265625,0.12558218991160391,-0.03253682646751404,0.09692381231263279
1615356638161122800,0.105122802734375,0.14062252265512942,-0.033836803150177,0.0912896058179438
1615356638171055900,0.115055908203125,0.10712532672286033,-0.0019137246668338775,0.06977993092983961
1615356638180988700,0.12498876953125,0.039349429091811175,0.0017868834167718887,0.09020926323533057
1615356638190921700,0.134921630859375,-0.011761749464273451,-0.015354805520176887,0.09895824074968695
1615356638200854800,0.144854736328125,-0.05618249047100544,0.011752981635928153,0.08959565224847756
1615356638210787800,0.154787841796875,-0.09395721759200096,0.07046411380171776,0.052765667764842504
1615356638220720600,0.164720703125,-0.10899871937930583,0.06375087989866733,0.050918140202015634
1615356638230653700,0.17465380859375,-0.048315994879603384,0.025488076999783515,0.050391476846253495
1615356638240586800,0.184586669921875,-0.028532851523160933,0.019713585251569746,0.06460647381469607
1615356638250519800,0.194519775390625,-0.05548807846605777,0.0005184709161520004,0.10912731419503688
1615356638260452900,0.204452880859375,-0.003031330519914627,-0.05726677857637405,0.1253809682510793
1615356638270385700,0.2143857421875,0.05737433060407638,-0.10694587850272655,0.10192249738276005
1615356638280318700,0.224318603515625,0.0012017770051956176,-0.1153004498720169,0.06465148200020193
1615356638290251800,0.234251708984375,-0.06043138008713722,-0.09862404035925865,0.05335369678586721
1615356638300184800,0.244184814453125,-0.053225394231081004,-0.08826865056157111,0.006433247917890549
1615356638310117600,0.25411767578125,-0.060927054649591444,-0.0733773708999157,-0.011742752502858639
1615356638320050700,0.26405078125,-0.0006868132203817367,-0.08412088323235511,-0.027443457984412088
1615356638329983700,0.273983642578125,0.09303542657196522,-0.08258242161870002,-0.05042934290491975
1615356638339916800,0.283916748046875,0.06932020446360111,-0.06452537140250206,0.0018074786802288144
1615356638349849600,0.293849609375,0.03442541669309139,-0.06370528719127178,0.0594017447784543
1615356638359782700,0.30378271484375,0.0700046795964241,-0.06848141555190086,0.07964476073160767
1615356638369716000,0.313716064453125,0.0710761082202196,-0.06210661982297897,0.061903936857730144
1615356638379649000,0.32364892578125,0.03615150983333587,-0.046044542816281314,0.014407295536994933
1615356638389581800,0.333581787109375,0.09567395838201045,-0.05712298619151115,-0.017270283752679822
1615356638399515000,0.343514892578125,0.19813830755650996,-0.06922434287369252,-0.020214383513713255
1615356638409448000,0.353447998046875,0.2882102081477642,-0.09760112705230713,-0.02955430352538824
1615356638419381000,0.363381103515625,0.3619219255685806,-0.09848200154006481,-0.004699555993080139
1615356638429313800,0.373313720703125,0.3840612766623497,-0.08412029871046543,-0.010628069259226321
1615356638439246800,0.383246826171875,0.3778396256685257,-0.06016250001788139,-0.09092793289870023
1615356638449180000,0.393179931640625,0.4162678482621908,-0.04281505937576294,-0.17347250672504305
1615356638459113000,0.403113037109375,0.37264322606921196,-0.02631049929857254,-0.20456702542975544
1615356638469045800,0.413045654296875,0.2896604069560766,0.003872457519173622,-0.1951993314951658
