time,seconds_elapsed,z,y,x
1615025472903672600,0.022672607421875,-0.1408463945388794,0.0791547852575779,-0.2666635622501373
1615025472913604900,0.03260498046875,-0.06708557727932929,-0.01136836623251438,-0.35832068620622154
1615025472923536600,0.04253662109375,0.004942132577300072,-0.029326047727465627,-0.3707499596685171
1615025472933468700,0.05246875,0.06971534126102924,0.0697609339684248,-0.26356384266912936
1615025472943400700,0.062400634765625,0.15457681372761725,0.1025911904245615,-0.11637830823659896
1615025472953332700,0.072332763671875,0.12736264358758925,0.011314005696773528,0.06678747111558914
1615025472963264800,0.0822646484375,0.11493220108151435,-0.14182897583544254,0.19599954196214675
1615025472973196800,0.09219677734375,0.14738836352825163,-0.2714344299137592,0.23385376406013964
1615025472983128600,0.102128662109375,0.2249801372528076,-0.3158288674354553,0.1668739852428436
1615025472993060600,0.112060546875,0.26330197686254975,-0.26330314590632914,0.10902326929867268
1615025473002992600,0.12199267578125,0.23737550844550132,-0.14651742591261863,-0.004415478354692459
1615025473012924700,0.131924560546875,0.11917466095685958,-0.04281505937576294,-0.07434767723679542
1615025473022856700,0.141856689453125,0.0434744000673294,-0.03952537018060684,-0.012613982379436492
1615025473032788700,0.151788818359375,0.06713058546483516,-0.08643091374039649,0.05608604435920715
1615025473042720500,0.161720458984375,0.049391222895681854,-0.13152853109538554,0.07493979791104793
1615025473052652500,0.171652587890625,0.057277007709443564,-0.18435411235392093,-0.022834347620606422
1615025473062584600,0.18158447265625,0.050886137628555296,-0.1887432872235775,-0.1824210984647274
1615025473072516600,0.1915166015625,0.05834814407229423,-0.13653028490543365,-0.30979192535877226
1615025473082448600,0.20144873046875,0.06389905619770288,-0.16551672541499138,-0.32048926046192644
1615025473092380400,0.21138037109375,-0.0425771589666605,-0.22978256909847258,-0.22057284220457077
1615025473102312400,0.2213125,-0.08135930956453084,-0.04957388598620891,-0.09695581488609313
1615025473112244500,0.231244384765625,0.09875555778443813,0.16666764901578426,0.0618003303527832
1615025473122176800,0.2411767578125,0.00012625672817230223,0.16202654521167278,0.22137539075911045
1615025473132108800,0.25110888671875,-0.12784545866847039,0.06725508862733841,0.293046542263031
1615025473142040800,0.261040771484375,-0.12266980959624052,-0.00916939488351345,0.2427086861670017
1615025473151972600,0.27097265625,-0.06005787059962749,-0.05127016851007938,0.11579787800014019
1615025473161904600,0.280904541015625,0.019798340925574302,-0.06812836433053017,-0.06138941146433353
1615025473171836700,0.290836669921875,-0.0019008651852607725,-0.05402794278562069,-0.20660744521617888
1615025473181768700,0.300768798828125,-0.09934855524152517,-0.048616439130902286,-0.24618366880118844
1615025473191700700,0.31070068359375,-0.02188449954986572,-0.06189093124568462,-0.1619248384028673
1615025473201632800,0.3206328125,0.15301526349931954,-0.15043781422674654,-0.02445347325503826
1615025473211564500,0.330564453125,0.19910101510882378,-0.24435236172080038,0.0961380687624216
1615025473221496600,0.34049658203125,0.21919161697924136,-0.3112333563387394,0.12343407196700572
1615025473231428600,0.3504287109375,0.22811901980042457,-0.3422960186004638,0.10347849465310573
1615025473241360600,0.360360595703125,0.2023570942953229,-0.37877193808257575,0.03950725000202655
1615025473251292700,0.370292724609375,0.11979834581315517,-0.4289332685679197,0.004777881926298141
1615025473261224700,0.380224609375,0.1217906886741519,-0.4973047940045595,-0.012899229061603545
1615025473271156500,0.390156494140625,0.15460545530021189,-0.5564198307961226,0.031761750441789624
1615025473281088500,0.400088623046875,0.263915140324831,-0.6362894863247871,-0.0861345611423254
1615025473291019800,0.410019775390625,0.37001667695790524,-0.707667207840085,-0.3344114028304815
1615025473300951600,0.41995166015625,0.16421090351343154,-0.7571043157041072,-0.49941550254821776
1615025473310883600,0.429883544921875,-0.3254918910548091,-0.7994184398204087,-0.6821615951836109
1615025473320815600,0.439815673828125,-0.5604337426126003,-0.342437472897768,-0.2570166129827499
1615025473330747600,0.44974755859375,-0.44780221968889233,-0.24125498022735117,0.23199030827581882
1615025473340679700,0.4596796875,-0.2712140651613474,-0.5763339070558547,0.223964822730422
1615025473350611500,0.469611572265625,-0.5784048681110143,-0.4241922115206718,0.26838731730282306
1615025473360543500,0.47954345703125,-0.6522901885330676,-0.1963537622272968,0.22520517818033695
1615025473370475500,0.4894755859375,-0.39021395407319065,-0.06547989564836025,0.062306526309251785
1615025473380407600,0.499407470703125,-0.15840163271278143,0.10831132163703441,-0.053823360124230384
1615025473390339600,0.509339599609375,-0.1660711444273591,0.24009645784199238,-0.10823445700854062
1615025473400271600,0.519271728515625,-0.1124380461782217,0.29014205299317836,-0.14963263532370327
1615025473410203400,0.529203369140625,-0.13925561821609736,0.3515624441176653,-0.1146907935410738
1615025473420135400,0.539135498046875,-0.08465688980519771,0.44252106441557404,0.027315292426943777
1615025473430067500,0.5490673828125,0.10617957030534744,0.5149567705512047,0.2182110815092921
1615025473439999500,0.55899951171875,0.3091483667582273,0.45533904493451116,0.21987258498072623
1615025473449931500,0.568931640625,0.3212713507503271,0.4406371503651142,0.15538257715255022
1615025473459863600,0.578863525390625,0.409191626265645,0.3637292672514915,0.025871815620362757
1615025473469795600,0.588795654296875,0.26205723749846216,0.30743630214333534,-0.018958967491984367
1615025473479727600,0.5987275390625,0.1962044168844819,0.30434476586878295,0.07496464009135961
1615025473489659600,0.60865966796875,0.2098743380576372,0.21099369747638702,0.1253705929875374
1615025473499591700,0.618591796875,0.1856654872134328,0.002980477115511894,0.09538754265606403
1615025473509523700,0.628523681640625,0.2611030055135488,-0.17801497246026993,0.0932709888935089
1615025473519455700,0.638455810546875,0.11938625788092612,-0.3223603150308132,0.0937678324997425
1615025473529387500,0.648387451171875,0.06474047545790672,-0.3558732930541038,0.17894962296187877
1615025473539319600,0.658319580078125,0.049472179177403444,-0.4140905042231083,0.25546061571240425
1615025473549251600,0.66825146484375,-0.06501695431172848,-0.6735901661932469,0.2009030960947275
1615025473559183600,0.67818359375,-0.3157262838438153,-0.856338012394309,0.06961743384450673
1615025473569115600,0.68811572265625,-0.29714404070973394,-0.8610942670106887,-0.03007365122437477
1615025473579047400,0.69804736328125,-0.1232502398326993,-0.7343477094948291,-0.04131371490210294
1615025473588979500,0.7079794921875,-0.04720686459392309,-0.6051221946448088,-0.009458440957963466
1615025473598911500,0.717911376953125,-0.028317455206811427,-0.5877817682653665,0.020232932950556278
1615025473608843500,0.727843505859375,-0.08107640096992254,-0.5871317799240351,0.04002425961345434
1615025473618775600,0.737775634765625,-0.17774638465195894,-0.48767888752520083,0.06991232513785361
1615025473628707600,0.74770751953125,-0.13095190025120973,-0.24364918188750742,0.13427052327990532
1615025473638639400,0.757639404296875,0.06545885286033153,-0.06329553734660148,0.1531581791013479
1615025473648571400,0.7675712890625,0.2746346872597933,-0.09892097747921944,0.04952361710369586
1615025473658503400,0.77750341796875,0.36574411420524117,-0.26799510311484337,-0.14582856686562298
1615025473668435500,0.787435546875,0.3243158330127597,0.055742345488071436,-0.2725508667230606
1615025473678367500,0.797367431640625,-0.17496318367421626,1.5719973880320786,0.10218494771122932
1615025473688299800,0.8072998046875,0.2023728763863444,2.5984429607629775,0.30600276220887895
1615025473698231600,0.8172314453125,1.0921294665187598,1.491049874138832,-0.4563695570260286
1615025473708163600,0.82716357421875,0.4053419651001692,0.6909165640473366,-0.7654688239455223
1615025473718095600,0.837095703125,-0.3655290101498365,0.5880114853680134,-0.6520072799384593
1615025473728027600,0.847027587890625,-0.15591799920350313,0.3650643152475357,-0.6196534088224173
1615025473737959700,0.856959716796875,0.16255699882656335,0.1944336078196764,-0.5444280719682574
1615025473747891700,0.8668916015625,0.17057225523889064,-0.0029670331120491026,-0.4375894532322883
1615025473757823500,0.876823486328125,0.05105447993278503,-0.08577157304883003,-0.24071166713088749
1615025473767755500,0.886755615234375,0.10830722998380661,-0.14289455924034117,-0.054878422135114666
